event_name,start_date,end_date,venue,latitude,longitude,region
Limerick St. Patrick’s Festival 2026,2026-03-13T00:00:00Z,2026-03-17T00:00:00Z,Limerick City and County,52.663839,-8.626729899999999,Limerick
Thundercat,2026-04-03T00:00:00Z,2026-04-03T00:00:00Z,Vicar Street,53.34267639999999,-6.2778366,Dublin
Dylan Moran: Dollah Ho,2026-04-04T00:00:00Z,2026-04-04T00:00:00Z,Vicar Street,53.34267639999999,-6.2778366,Dublin
Searows,2026-04-05T00:00:00Z,2026-04-05T00:00:00Z,Vicar Street,53.34267639999999,-6.2778366,Dublin
An Evening with Ricky Tomlinson - My Arse,2026-04-08T00:00:00Z,2026-04-08T00:00:00Z,Vicar Street,53.34267639999999,-6.2778366,Dublin
Dan McCabe with Special Guest Gearoid McCarthy,2026-04-09T00:00:00Z,2026-04-09T00:00:00Z,Vicar Street,53.34267639999999,-6.2778366,Dublin
Freddie Gibbs,2026-04-12T00:00:00Z,2026-04-12T00:00:00Z,Vicar Street,53.34267639999999,-6.2778366,Dublin
Alison Spittle - Big,2026-04-11T00:00:00Z,2026-04-11T00:00:00Z,Vicar Street,53.34267639999999,-6.2778366,Dublin
Dry Cleaning,2026-04-17T00:00:00Z,2026-04-17T00:00:00Z,Vicar Street,53.34267639999999,-6.2778366,Dublin
Tony Cantwell,2026-04-18T00:00:00Z,2026-04-18T00:00:00Z,Vicar Street,53.34267639999999,-6.2778366,Dublin
The Blindboy Podcast,2026-04-20T00:00:00Z,2026-04-20T00:00:00Z,Vicar Street,53.34267639999999,-6.2778366,Dublin
Happy Mondays with Special Guests The Farm,2026-04-23T00:00:00Z,2026-04-23T00:00:00Z,Vicar Street,53.34267639999999,-6.2778366,Dublin
Janine Harouni with This is What You Waited For,2026-04-24T00:00:00Z,2026-04-24T00:00:00Z,Vicar Street,53.34267639999999,-6.2778366,Dublin
Jen Brister: Reactive,2026-04-25T00:00:00Z,2026-04-25T00:00:00Z,Vicar Street,53.34267639999999,-6.2778366,Dublin
Vittorio Angelone: You Can't Say Nothing Any More,2026-04-26T00:00:00Z,2026-04-27T00:00:00Z,Vicar Street,53.34267639999999,-6.2778366,Dublin
Tim Key - Loganberry,2026-04-30T00:00:00Z,2026-04-30T00:00:00Z,Vicar Street,53.34267639999999,-6.2778366,Dublin
Keep It Tight - Deirdre O'Kane & Emma Doran Live Podcast,2026-12-13T00:00:00Z,2026-12-13T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Michael English Dance,2026-12-19T00:00:00Z,2026-12-19T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Newport Gráinne Uaile Festival 2026,2026-07-30T00:00:00Z,2026-08-02T00:00:00Z,Newport,53.8852758,-9.5463685,Mayo
Scrooge: A Cirque Spectacular,2027-01-02T00:00:00Z,2027-01-03T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Celine Byrne's Christmas Celebration,2026-12-20T00:00:00Z,2026-12-20T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Take It To The Limit - A Celebration Of The Eagles,2027-01-15T00:00:00Z,2027-01-15T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Cowboys and Heroes 2026,2026-05-29T00:00:00Z,2026-06-01T00:00:00Z,Drumcoura City Ranch,54.0276611,-7.751960200000001,Leitrim
The Three Amigos,2027-01-28T00:00:00Z,2027-01-28T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Cork Harbour Festival 2026,2026-05-30T00:00:00Z,2026-06-08T00:00:00Z,Cork,51.8985143,-8.4756035,Cork
Diversity,2026-05-01T00:00:00Z,2026-05-01T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Macbeth,2026-04-23T00:00:00Z,2026-04-25T00:00:00Z,Lime Tree Theatre,52.65369279999999,-8.6426977,Limerick
Christopher Cross,2026-05-28T00:00:00Z,2026-05-28T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Carlow Garden Festival 2026,2026-07-25T00:00:00Z,2026-08-02T00:00:00Z,Carlow,52.7354501,-6.7206312,Carlow
How To Tackle Your Finances With Eoin McGee,2026-05-16T00:00:00Z,2026-05-16T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Sirât,2026-03-22T00:00:00Z,2026-03-25T00:00:00Z,Triskel Arts Centre,51.8973901,-8.476346399999999,Cork
Twinless,2026-03-22T00:00:00Z,2026-03-25T00:00:00Z,Triskel Arts Centre,51.8973901,-8.476346399999999,Cork
Ky Nam Inn (EAFFI),2026-03-26T00:00:00Z,2026-03-26T00:00:00Z,Triskel Arts Centre,51.8973901,-8.476346399999999,Cork
The System (EAFFI),2026-03-26T00:00:00Z,2026-03-26T00:00:00Z,Triskel Arts Centre,51.8973901,-8.476346399999999,Cork
The Mad Executioners,2026-03-27T00:00:00Z,2026-03-27T00:00:00Z,Triskel Arts Centre,51.8973901,-8.476346399999999,Cork
The Killer,2026-03-27T00:00:00Z,2026-03-27T00:00:00Z,Triskel Arts Centre,51.8973901,-8.476346399999999,Cork
The Secret Agent,2026-03-29T00:00:00Z,2026-04-01T00:00:00Z,Triskel Arts Centre,51.8973901,-8.476346399999999,Cork
The President's Cake,2026-03-29T00:00:00Z,2026-04-01T00:00:00Z,Triskel Arts Centre,51.8973901,-8.476346399999999,Cork
I Wish You Were Here,2026-03-15T00:00:00Z,2026-03-18T00:00:00Z,Triskel Arts Centre,51.8973901,-8.476346399999999,Cork
Mark Mehigan,2026-04-16T00:00:00Z,2026-04-16T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
André Rieu,2026-04-10T00:00:00Z,2026-04-11T00:00:00Z,3Arena,53.3474963,-6.2285078,Dublin
Rick Astley - The Reflection Tour 2026,2026-04-14T00:00:00Z,2026-04-14T00:00:00Z,3Arena,53.3474963,-6.2285078,Dublin
Yungblud,2026-04-15T00:00:00Z,2026-04-15T00:00:00Z,3Arena,53.3474963,-6.2285078,Dublin
Peter Kay Live,2026-04-16T00:00:00Z,2026-04-16T00:00:00Z,3Arena,53.3474963,-6.2285078,Dublin
Matt Rife - Stay Golden World Tour,2026-04-22T00:00:00Z,2026-04-22T00:00:00Z,3Arena,53.3474963,-6.2285078,Dublin
NE-YO & AKON,2026-04-23T00:00:00Z,2026-04-23T00:00:00Z,3Arena,53.3474963,-6.2285078,Dublin
Big Thief,2026-04-29T00:00:00Z,2026-04-29T00:00:00Z,3Arena,53.3474963,-6.2285078,Dublin
Louis Tomlinson - How Did We Get Here? World Tour,2026-04-30T00:00:00Z,2026-04-30T00:00:00Z,3Arena,53.3474963,-6.2285078,Dublin
European Wool Experience,2026-03-28T00:00:00Z,2026-03-28T00:00:00Z,Meadowlands Hotel,52.276508,-9.691972,Kerry
Ben De La Cour,2026-04-05T00:00:00Z,2026-04-05T00:00:00Z,THENCF,54.1150523,-9.1524659,Mayo
NSOI: Music for Good Friday,2026-04-03T00:00:00Z,2026-04-03T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
The Glenn Miller Orchestra,2026-04-04T00:00:00Z,2026-04-04T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
Family Concert: Springtime with The Jacquin Trio,2026-04-08T00:00:00Z,2026-04-08T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
NCH Presents Open Door Series with RIAM Young Artist Programme,2026-04-09T00:00:00Z,2026-04-09T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
RTÉ lyric fm The Hamilton Scores Live,2026-04-09T00:00:00Z,2026-04-09T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
'It Don't Mean a Thing',2026-04-10T00:00:00Z,2026-04-10T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
NCH Landmarks: David Kitt - the Big Romance,2026-04-10T00:00:00Z,2026-04-11T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
Metronome: Little Gem Big Band,2026-04-11T00:00:00Z,2026-04-11T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
The Four Seasons Chamber Music Series: Frühlingsglaube (Faith in Spring),2026-04-12T00:00:00Z,2026-04-12T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
Introduction to Enamel Workshop,2026-03-14T00:00:00Z,2026-03-21T00:00:00Z,Silver Works,53.343767,-6.2642441,Dublin
Scéal Phadraig ‘Legends & Libations’,2026-03-16T00:00:00Z,2026-03-16T00:00:00Z,Pig's Lane,52.0585793,-9.5071186,Kerry
THE VOYAGE:  music inspired by the sea with West Cork Choral Singers,2026-03-22T00:00:00Z,2026-03-22T00:00:00Z,Church of Saint Brendan the Navigator,51.680921,-9.453082499999999,Cork
West Cork Chamber Music Festival 2026,2026-06-26T00:00:00Z,2026-07-05T00:00:00Z,Bantry,51.6792697,-9.4504086,Cork
Siansa Gael Linn 2026 - Craobh Chomórtas,2026-04-12T00:00:00Z,2026-04-12T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
Perspectives: The Köln Concert,2026-04-13T00:00:00Z,2026-04-13T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
NMD26: Diatribe Stage - Sophie Cooper + Eimear Reidy // Strider,2026-04-15T00:00:00Z,2026-04-15T00:00:00Z,Project Arts Centre🎭,53.344979,-6.266262999999999,Dublin
NMD26: What's Next? Nadar Summer School,2026-04-16T00:00:00Z,2026-04-16T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
Drumreilly Community Camino,2026-05-02T00:00:00Z,2026-05-02T00:00:00Z,Drumcoura,54.0234052,-7.7495734,Leitrim
Jake Kalilec: Triskel Lunchtime Jazz Series 2026,2026-04-18T00:00:00Z,2026-04-18T00:00:00Z,Triskel Arts Centre,51.8973901,-8.476346399999999,Cork
The Dublin Jazz Co-op Presents: 'Ben Shutz Up & Playz',2026-03-29T00:00:00Z,2026-03-29T00:00:00Z,The Cobblestone,53.3498083,-6.2778361,Dublin
Don’t Tell Dad About Diana,2026-04-13T00:00:00Z,2026-05-02T00:00:00Z,Bewleys Cafe Theatre,53.3418082,-6.260657,Dublin
Dún Laoghaire Musical & Dramatic Society: Guys and Dolls,2026-03-31T00:00:00Z,2026-04-04T00:00:00Z,Pavilion Theatre,53.2939206,-6.133966699999999,Dublin
Monday Night Cinema: Solo,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z,Pavilion Theatre,53.2939206,-6.133966699999999,Dublin
Wagner’s Siegfried  - Encore Screening,2026-04-07T00:00:00Z,2026-04-07T00:00:00Z,Pavilion Theatre,53.2939206,-6.133966699999999,Dublin
Music Network: Trio Bohémo,2026-04-09T00:00:00Z,2026-04-09T00:00:00Z,Pavilion Theatre,53.2939206,-6.133966699999999,Dublin
"Dubray: The Read Irish Women Event with Jan Carson, Edel Coffey, Charleen Hurtubise & Louise Nealon",2026-04-10T00:00:00Z,2026-04-10T00:00:00Z,Pavilion Theatre,53.2939206,-6.133966699999999,Dublin
Pavilion Theatre presents Evgeny Grinko,2026-04-12T00:00:00Z,2026-04-12T00:00:00Z,Pavilion Theatre,53.2939206,-6.133966699999999,Dublin
Monday Night Cinema: Urchin,2026-04-13T00:00:00Z,2026-04-13T00:00:00Z,Pavilion Theatre,53.2939206,-6.133966699999999,Dublin
The House Must Win by Mick Flannery,2026-04-16T00:00:00Z,2026-05-03T00:00:00Z,Pavilion Theatre,53.2939206,-6.133966699999999,Dublin
Monday Night Cinema: The Mastermind,2026-04-20T00:00:00Z,2026-04-20T00:00:00Z,Pavilion Theatre,53.2939206,-6.133966699999999,Dublin
Monday Night Cinema: H is for Hawk,2026-04-27T00:00:00Z,2026-04-27T00:00:00Z,Pavilion Theatre,53.2939206,-6.133966699999999,Dublin
St Patrick’s Athletic vs Derry City,2026-03-16T00:00:00Z,2026-03-16T00:00:00Z,Richmond Park,53.3403942,-6.316088300000001,Dublin
St Patrick’s Athletic vs Drogheda United,2026-03-13T00:00:00Z,2026-03-13T00:00:00Z,Richmond Park,53.3409846,-6.3167475,Dublin
Whiskey and Living History,2026-03-20T00:00:00Z,2026-04-24T00:00:00Z,Dublinia,53.343149,-6.2720614,Dublin
Rush Harbour Festival & Airshow 2026,2026-07-31T00:00:00Z,2026-08-03T00:00:00Z,Rush North Beach,53.5308576,-6.087006,
Sneem Summer Festival 2026,2026-07-15T00:00:00Z,2026-07-19T00:00:00Z,Sneem,51.8373942,-9.8983245,Kerry
Annual Fota House Easter Egg Trail,2026-04-03T00:00:00Z,2026-04-06T00:00:00Z,"Fota House, Arboretum & Gardens",51.8938576,-8.303795899999999,Cork
90s Silent Disco | Live Aid at the National Library of Ireland exhibition,2026-04-10T00:00:00Z,2026-04-10T00:00:00Z,National Photographic Archive,53.3453111,-6.265425,Dublin
Live Aid Sunday Sessions: Spring Reset | Live Aid at the National Library of Ireland exhibition,2026-04-26T00:00:00Z,2026-04-26T00:00:00Z,National Photographic Archive,53.3453111,-6.265425,Dublin
The Big Green Trad,2026-03-14T00:00:00Z,2026-03-14T00:00:00Z,Belvedere House Gardens & Park,53.4773383,-7.3688373,Westmeath
NMD26: Ensemble Musikfabrik presents “It Breathes”,2026-04-16T00:00:00Z,2026-04-16T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
NMD26: Musikfabrik presents 'No Salt',2026-04-16T00:00:00Z,2026-04-16T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
NMD26: Diatribe Stage - Wind Songs // Sky Rivers,2026-04-16T00:00:00Z,2026-04-16T00:00:00Z,The Project Arts Centre,53.344979,-6.266262999999999,Dublin
NMD26: For Morton Feldman,2026-04-17T00:00:00Z,2026-04-17T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
NMD26: Ghost Trance Music,2026-04-17T00:00:00Z,2026-04-17T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
NMD26: Gerald Barry's Salome with NSOI,2026-04-17T00:00:00Z,2026-04-17T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
NMD26: Diatribe Stage - Patrick Zimmerli / Satoshi Takeishi,2026-04-17T00:00:00Z,2026-04-17T00:00:00Z,Project Arts Centre,53.344979,-6.266262999999999,Dublin
NMD26: Totally Made Up Music,2026-04-18T00:00:00Z,2026-04-18T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
NMD26: Soundstreams Presents: I Want to Tell You Everything,2026-04-18T00:00:00Z,2026-04-18T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
NMD26: Come to the Edge,2026-04-18T00:00:00Z,2026-04-18T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
NMD26: A Double Bill: Old Segotia / Land of Winter,2026-04-18T00:00:00Z,2026-04-18T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
NMD26: Diatribe Stage - Shelta // Insufficient Funs,2026-04-18T00:00:00Z,2026-04-18T00:00:00Z,Project Arts Centre,53.344979,-6.266262999999999,Dublin
NMD26: Crash Works III ‘You Heard It First’,2026-04-19T00:00:00Z,2026-04-19T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
NMD26: Love The Earth,2026-04-19T00:00:00Z,2026-04-19T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
NMD26: Gare St Lazare Ireland - The Last Tape,2026-04-19T00:00:00Z,2026-04-19T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
NMD26: RTÉ CO - O’Leary & O’Connell,2026-04-19T00:00:00Z,2026-04-19T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
NMD26: Jack,2026-04-19T00:00:00Z,2026-04-19T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
An Evening with Katriona O'Sullivan,2026-04-22T00:00:00Z,2026-04-22T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
Archipelago: A Fusion of Traditional Music from Ireland and Java,2026-04-23T00:00:00Z,2026-04-23T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
Connor McKeon: The Soul of Motown,2026-04-23T00:00:00Z,2026-04-23T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
"Dublin's Theatre Royal, Remembered",2026-04-24T00:00:00Z,2026-04-24T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
UCD Composition Ensemble,2026-04-24T00:00:00Z,2026-04-24T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
Peter and the Wolf & The Young Person's Guide to the Orchestra with NSOI,2026-04-26T00:00:00Z,2026-04-26T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
The Four Seasons Chamber Music Series: Clair de Lune,2026-04-26T00:00:00Z,2026-04-26T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
"Perspectives: Eiko Ishibashi, Jim O’Rourke & Caoimhín Ó Raghallaigh",2026-04-26T00:00:00Z,2026-04-26T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
Banff Mountain Film Festival Tour,2026-04-28T00:00:00Z,2026-04-28T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
NSOI: E.T. The Extra-Terrestrial in Concert,2026-04-30T00:00:00Z,2026-05-01T00:00:00Z,National Concert Hall,53.3346479,-6.2587823,Dublin
